nama,lat,lon,wilayah,sumber,alamat_asli
Serasa Coffee,-6.5594756,106.7495122,Kabupaten Bogor,cafe,"Serasa Coffee, Cifor, Situ Gede, Bogor Barat, Bogor, Jawa Barat, Jawa, 16115, Indonesia"
Genus Coffee & Boutique,-6.5612289,106.7492688,Kabupaten Bogor,cafe,"Genus Coffee & Boutique, Cifor, Situ Gede, Bogor Barat, Bogor, Jawa Barat, Jawa, 16115, Indonesia"
Bean Spot,-6.5604002,106.7896313,Kabupaten Bogor,cafe,"Bean Spot, Jalan Sholeh Iskandar, Kedung Badak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16164, Indonesia"
Ciforu,-6.5596062,106.7495155,Kabupaten Bogor,cafe,"Ciforu, Cifor, Situ Gede, Bogor Barat, Bogor, Jawa Barat, Jawa, 16115, Indonesia"
Point Coffee,-6.5608119,106.7912815,Kabupaten Bogor,cafe,"Point Coffee, Jalan Perdana Raya, Kedung Badak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16164, Indonesia"
Monero Cafe,-6.5630622,106.796528,Kabupaten Bogor,cafe,"Monero Cafe, Jalan Sholeh Iskandar, Kedung Badak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16164, Indonesia"
Bean Spot,-6.5663077,106.8097781,Kabupaten Bogor,cafe,"Bean Spot, Jalan K.S. Tubun, Cibuluh, Bogor Utara, Bogor, Jawa Barat, Jawa, 16151, Indonesia"
Kedai Tjangkir Kodja,-6.5618664,106.806841,Kabupaten Bogor,cafe,"Kedai Tjangkir Kodja, Jalan Sholeh Iskandar, Kedung Badak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16164, Indonesia"
Bean Spot,-6.5616366,106.807641,Kabupaten Bogor,cafe,"Bean Spot, Jalan Sholeh Iskandar, Kedung Badak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16164, Indonesia"
Jawara Bakery & Coffee,-6.5674988,106.8091303,Kabupaten Bogor,cafe,"Jawara Bakery & Coffee, Jalan K.S. Tubun, Cibuluh, Bogor Utara, Bogor, Jawa Barat, Jawa, 16151, Indonesia"
KOBA Coffee,-6.6008792,106.7921472,Kabupaten Bogor,cafe,"KOBA Coffee, Jalan Paledang, Paledang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
Favela Sunset Cafe,-6.6014301,106.793141,Kabupaten Bogor,cafe,"Favela Sunset Cafe, Jalan Paledang, Paledang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
Janji Jiwa,-6.5962131,106.7904393,Kabupaten Bogor,cafe,"Janji Jiwa, Jalan Kapten Muslihat, Paledang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
Point Coffee,-6.5956909,106.7899244,Kabupaten Bogor,cafe,"Point Coffee, Jalan Kapten Muslihat, Cibogor, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16124, Indonesia"
Tomoro Coffee,-6.5961998,106.7903773,Kabupaten Bogor,cafe,"Tomoro Coffee, Jalan Kapten Muslihat, Paledang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
Maraca Books & Coffee,-6.5933062,106.8031517,Kabupaten Bogor,cafe,"Maraca Books & Coffee, Jalan Pangrango, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Niji Coffee Bar,-6.593935,106.7898647,Kabupaten Bogor,cafe,"Niji Coffee Bar, Jalan Mayor Oking Jayaatmaja, Cibogor, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16124, Indonesia"
Stuck Coffee & Drinks,-6.5936619,106.8032576,Kabupaten Bogor,cafe,"Stuck Coffee & Drinks, Jalan Jalak Harupat, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
Samsara,-6.5938597,106.8035144,Kabupaten Bogor,cafe,"Samsara, Jalan Jalak Harupat, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
Dimitree Coffee Eatery,-6.5895979,106.8025086,Kabupaten Bogor,cafe,"Dimitree Coffee Eatery, Jalan Pangrango, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Bean Spot,-6.6078327,106.7959097,Kabupaten Bogor,cafe,"Bean Spot, Jalan Pahlawan, Empang, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16132, Indonesia"
Arah Kopi,-6.6048485,106.7958507,Kabupaten Bogor,cafe,"Arah Kopi, 68, Jalan R. Saleh S. Bustaman, Paledang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
Chatime,-6.6045847,106.7961766,Kabupaten Bogor,cafe,"Chatime, 68, Jalan R. Saleh S. Bustaman, Paledang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
89 Cafe,-6.6095885,106.7982291,Kabupaten Bogor,cafe,"89 Cafe, Jalan Pahlawan, Bondongan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16132, Indonesia"
Tomoro Coffee,-6.6047366,106.7957836,Kabupaten Bogor,cafe,"Tomoro Coffee, 68, Bojong Neros, Paledang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia"
Outspoken Coffee Crew,-6.6095305,106.7981822,Kabupaten Bogor,cafe,"Outspoken Coffee Crew, Jalan Pahlawan, Bondongan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16132, Indonesia"
Anak Kampung Cafe,-6.6503998,106.903304,Kabupaten Bogor,cafe,"Anak Kampung Cafe, Jalan Raya Puncak, Cipayung Girang, Megamendung, Bogor, Jawa Barat, Jawa, 16770, Indonesia"
Coffe Nampol,-6.65018,106.9043642,Kabupaten Bogor,cafe,"Coffe Nampol, Jalan Raya Puncak, Cipayung Girang, Megamendung, Bogor, Jawa Barat, Jawa, 16770, Indonesia"
Warung Kopi Iteung,-6.6511378,106.9068821,Kabupaten Bogor,cafe,"Warung Kopi Iteung, Jalan Raya Puncak, Cipayung Girang, Megamendung, Bogor, Jawa Barat, Jawa, 16770, Indonesia"
Kopi Gunung Express,-6.658963,106.9143929,Kabupaten Bogor,cafe,"Kopi Gunung Express, Jalan Raya Puncak, Leuwimalang, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Bean Spot,-6.6590423,106.9141261,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Kopo, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Es Teh Indonesia,-6.6591988,106.9146672,Kabupaten Bogor,cafe,"Es Teh Indonesia, Jalan Raya Puncak, Leuwimalang, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Kopi Korelasi,-6.6618236,106.9183888,Kabupaten Bogor,cafe,"Kopi Korelasi, Jalan Raya Puncak, Leuwimalang, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
House of Rumi,-6.6598255,106.9157434,Kabupaten Bogor,cafe,"House of Rumi, Jalan Raya Puncak, Leuwimalang, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Bean Spot,-6.6703673,106.9268659,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Leuwimalang, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Bean Spot,-6.6697812,106.9262443,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Kopo, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Bean Spot,-6.6712657,106.9271509,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Leuwimalang, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Point Coffee,-6.6792145,106.9308972,Kabupaten Bogor,cafe,"Point Coffee, Jalan Raya Puncak, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Kopi Kenangan,-6.6824086,106.9342212,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Raya Puncak, Cibeureum, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Janji Jiwa,-6.68237,106.9341776,Kabupaten Bogor,cafe,"Janji Jiwa, Jalan Raya Puncak, Cibeureum, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Bean Spot,-6.6861788,106.9446087,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Batulayang, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Cafe Enam Sembilan,-6.6840563,106.9485059,Kabupaten Bogor,cafe,"Cafe Enam Sembilan, Jalan Raya Puncak, Tugu Selatan, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Bean Spot,-6.6871039,106.95737,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Tugu Selatan, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Kamannana Cafe,-6.6881855,106.9588713,Kabupaten Bogor,cafe,"Kamannana Cafe, Jalan Raya Puncak, Tugu Selatan, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Bean Spot,-6.6947521,106.966297,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Puncak, Tugu Selatan, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
Bean Spot,-6.5968259,106.7792706,Kabupaten Bogor,cafe,"Bean Spot, Jalan R.E. Abdullah, Pasir Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16118, Indonesia"
Tomoro Coffee,-6.5980236,106.7789863,Kabupaten Bogor,cafe,"Tomoro Coffee, Jalan R.E. Abdullah, Pasir Mulya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16118, Indonesia"
Daily Brew Express,-6.6143777,106.8037002,Kabupaten Bogor,cafe,"Daily Brew Express, Jalan Pahlawan, Bondongan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16131, Indonesia"
Bean Spot,-6.6012809,106.7791841,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Ciomas, Pasir Kuda, Bogor Barat, Bogor, Jawa Barat, Jawa, 16119, Indonesia"
XiBoba,-6.613266,106.8031624,Kabupaten Bogor,cafe,"XiBoba, Jalan Pahlawan I, Bondongan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16131, Indonesia"
Warnabumi Sub-Tea-Coffee,-6.6009838,106.782962,Kabupaten Bogor,cafe,"Warnabumi Sub-Tea-Coffee, Jalan Aria Surialaga, Pasir Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16119, Indonesia"
Bean Spot,-6.6049991,106.7921332,Kabupaten Bogor,cafe,"Bean Spot, Jalan Aria Suriawinata, Pancasan, Bogor Barat, Bogor, Jawa Barat, Jawa, 16119, Indonesia"
Janji Jiwa,-6.615157,106.8038195,Kabupaten Bogor,cafe,"Janji Jiwa, Jalan Pahlawan, Empang, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16131, Indonesia"
Bean Spot,-6.6009418,106.7827106,Kabupaten Bogor,cafe,"Bean Spot, Jalan Aria Surialaga, Pasir Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16119, Indonesia"
Exclusive Cafe & Karaoke,-6.6172538,106.8115295,Kabupaten Bogor,cafe,"Exclusive Cafe & Karaoke, Jalan Siliwangi, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Bean Spot,-6.6171653,106.8050721,Kabupaten Bogor,cafe,"Bean Spot, Jalan Pahlawan, Empang, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16131, Indonesia"
Kopi Nako,-6.6232413,106.8090002,Kabupaten Bogor,cafe,"Kopi Nako, Gang Amil, Batu Tulis, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16131, Indonesia"
Kanakala Kopi,-6.6156193,106.8095018,Kabupaten Bogor,cafe,"Kanakala Kopi, Jalan Siliwangi, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Cinta Lagi Coffee,-6.6233079,106.8118038,Kabupaten Bogor,cafe,"Cinta Lagi Coffee, Gang Saluyu, Batu Tulis, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16131, Indonesia"
Holly Tea,-6.6173291,106.8116067,Kabupaten Bogor,cafe,"Holly Tea, Jalan Siliwangi, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Kopi Dari Hati,-6.6128597,106.8075471,Kabupaten Bogor,cafe,"Kopi Dari Hati, Jalan Siliwangi, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Kupi Noken,-6.6163726,106.8105821,Kabupaten Bogor,cafe,"Kupi Noken, Jalan Siliwangi, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Kedai Kopi Hopeng,-6.6121749,106.806548,Kabupaten Bogor,cafe,"Kedai Kopi Hopeng, Jalan Siliwangi, Bondongan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Jawara Bakery & Coffee,-6.6114582,106.8062335,Kabupaten Bogor,cafe,"Jawara Bakery & Coffee, Jalan Siliwangi, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Point Coffee,-6.6099235,106.8045974,Kabupaten Bogor,cafe,"Point Coffee, Jalan Roda, Babakan Pasar, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16126, Indonesia"
Haus!,-6.6102905,106.8045726,Kabupaten Bogor,cafe,"Haus!, Jalan Warung Bandrek, Gudang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16131, Indonesia"
Cafe De Aut,-6.6098516,106.8044311,Kabupaten Bogor,cafe,"Cafe De Aut, Jalan Surya Kencana, Babakan Pasar, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16126, Indonesia"
Daily Brew Express,-6.6106869,106.8051908,Kabupaten Bogor,cafe,"Daily Brew Express, Jalan Siliwangi, Gudang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Bean Spot,-6.6105137,106.8052243,Kabupaten Bogor,cafe,"Bean Spot, Jalan Siliwangi, Babakan Pasar, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
iCafe Vaizard,-6.6095339,106.8040375,Kabupaten Bogor,cafe,"iCafe Vaizard, Jalan Surya Kencana, Babakan Pasar, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16126, Indonesia"
Mr Yos Bakery & Cafe,-6.6087335,106.8029626,Kabupaten Bogor,cafe,"Mr Yos Bakery & Cafe, Jalan Surya Kencana, Gudang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16126, Indonesia"
Fanaticoffee,-6.6073231,106.8016409,Kabupaten Bogor,cafe,"Fanaticoffee, Jalan Surya Kencana, Gudang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16126, Indonesia"
Belva Huis Coffee Shop,-6.6061727,106.8007819,Kabupaten Bogor,cafe,"Belva Huis Coffee Shop, Jalan Surya Kencana, Gudang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16126, Indonesia"
Panalama Coffee,-6.6066144,106.8013593,Kabupaten Bogor,cafe,"Panalama Coffee, Jalan Surya Kencana, Babakan Pasar, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16126, Indonesia"
Cyrano K-Cafe,-6.6059589,106.8006049,Kabupaten Bogor,cafe,"Cyrano K-Cafe, Jalan Surya Kencana, Gudang, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16126, Indonesia"
9 Ball Cafe & Billiard,-6.6177527,106.8141313,Kabupaten Bogor,cafe,"9 Ball Cafe & Billiard, Jalan Sukasari 1, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Bean Spot,-6.6206122,106.8149849,Kabupaten Bogor,cafe,"Bean Spot, Jalan Siliwangi, Lawanggintung, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16134, Indonesia"
Kopitiam Serasa,-6.6183815,106.815054,Kabupaten Bogor,cafe,"Kopitiam Serasa, Jalan Sukasari 1, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Kopi Dari Hati,-6.6173038,106.8147465,Kabupaten Bogor,cafe,"Kopi Dari Hati, Jalan Raya Pajajaran, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Albens Cafe & Resto,-6.6181371,106.8157165,Kabupaten Bogor,cafe,"Albens Cafe & Resto, Jalan Raya Pajajaran, Sukasari, Bogor Timur, Bogor, Jawa Barat, Jawa, 16142, Indonesia"
Kongdjie Coffee,-6.613683,106.813167,Kabupaten Bogor,cafe,"Kongdjie Coffee, Jalan Raya Pajajaran, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Bean Spot,-6.6144023,106.8135902,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Pajajaran, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Aming Coffee,-6.6138108,106.8132763,Kabupaten Bogor,cafe,"Aming Coffee, Jalan Raya Pajajaran, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Kala Senja,-6.6142718,106.8130255,Kabupaten Bogor,cafe,"Kala Senja, Jalan Raya Pajajaran, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Harmony Juice & Salad Bar,-6.6126023,106.8133829,Kabupaten Bogor,cafe,"Harmony Juice & Salad Bar, Jalan Raya Pajajaran, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Chatime,-6.6117879,106.8121532,Kabupaten Bogor,cafe,"Chatime, Jalan Raya Pajajaran, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Kopi Nako,-6.6095465,106.8129699,Kabupaten Bogor,cafe,"Kopi Nako, Jalan Pajajaran Indah V, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Popolo,-6.6093598,106.8169449,Kabupaten Bogor,cafe,"Popolo, Jalan Renawijaya, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Kone Kopi,-6.6086226,106.8122765,Kabupaten Bogor,cafe,"Kone Kopi, Jalan Villa Duta III, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
D'Fleur Coffee,-6.6063299,106.8113391,Kabupaten Bogor,cafe,"D'Fleur Coffee, Jalan RSA Kartadjumena, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Ahora Coffee,-6.606266,106.8114397,Kabupaten Bogor,cafe,"Ahora Coffee, Jalan RSA Kartadjumena, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
TR Coffee,-6.6096677,106.8130691,Kabupaten Bogor,cafe,"TR Coffee, Jalan Pajajaran Indah V, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Miru,-6.6117453,106.8143257,Kabupaten Bogor,cafe,"Miru, Jalan Pajajaran Indah IV, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Tanmu Coffee,-6.6109014,106.814134,Kabupaten Bogor,cafe,"Tanmu Coffee, Jalan Pajajaran Indah V, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Sharinc Live Music & Cafe,-6.610942,106.8149346,Kabupaten Bogor,cafe,"Sharinc Live Music & Cafe, Jalan Pajajaran Indah V, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Blue Moon Cafe,-6.6068122,106.8104768,Kabupaten Bogor,cafe,"Blue Moon Cafe, Jalan Kantor Pos 1, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Bulan Madu Brew & Lounge,-6.6108181,106.8147683,Kabupaten Bogor,cafe,"Bulan Madu Brew & Lounge, Jalan Pajajaran Indah V, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Point Coffee,-6.6117005,106.8152025,Kabupaten Bogor,cafe,"Point Coffee, Jalan Bantar Kemang, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Butterfields Cafe,-6.6110113,106.8149775,Kabupaten Bogor,cafe,"Butterfields Cafe, Jalan Tunjung Biru, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Daruma,-6.6044848,106.8101375,Kabupaten Bogor,cafe,"Daruma, Jalan Bina Marga 2, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Cohere Coffee,-6.6054134,106.8124495,Kabupaten Bogor,cafe,"Cohere Coffee, Jalan RSA Kartadjumena, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Kopi Nu Sae,-6.6046234,106.8095105,Kabupaten Bogor,cafe,"Kopi Nu Sae, Jalan Bina Marga 2, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Awal Mula Coffee,-6.6043183,106.8102072,Kabupaten Bogor,cafe,"Awal Mula Coffee, Jalan Bina Marga 2, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Co Choc,-6.6035863,106.8108241,Kabupaten Bogor,cafe,"Co Choc, Jalan Bina Marga 2, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Joempa Coffee,-6.6043216,106.8101603,Kabupaten Bogor,cafe,"Joempa Coffee, Jalan Bina Marga 2, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Bean Spot,-6.6240763,106.819234,Kabupaten Bogor,cafe,"Bean Spot, Jalan Intan Pakuan Raya, Pakuan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16134, Indonesia"
Maradika Coffee,-6.604683,106.8081081,Kabupaten Bogor,cafe,"Maradika Coffee, Jalan Bina Marga, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Stuco,-6.6025411,106.8123436,Kabupaten Bogor,cafe,"Stuco, Jalan Bina Marga 2, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Bean Spot,-6.6281908,106.8234909,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Tajur, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Eiger Coffee,-6.6223654,106.8170375,Kabupaten Bogor,cafe,"Eiger Coffee, Jalan Raya Tajur, Lawanggintung, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16134, Indonesia"
J.Co,-6.6337592,106.8268892,Kabupaten Bogor,cafe,"J.Co, Jalan Raya Tajur, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Co. Choc,-6.6334235,106.8269831,Kabupaten Bogor,cafe,"Co. Choc, Jalan Sukajaya 3, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Chatime,-6.6336846,106.826672,Kabupaten Bogor,cafe,"Chatime, Jalan Raya Tajur, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Kopi Lain Hati,-6.6338631,106.8273586,Kabupaten Bogor,cafe,"Kopi Lain Hati, Gang Limus, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Osuki,-6.6337885,106.8271306,Kabupaten Bogor,cafe,"Osuki, Jalan Raya Tajur, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Hop Hop,-6.6336606,106.8269965,Kabupaten Bogor,cafe,"Hop Hop, Jalan Sukajaya 3, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
JS Cafe & Lounge,-6.6341801,106.8269375,Kabupaten Bogor,cafe,"JS Cafe & Lounge, Jalan Raya Tajur, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Kopi Kenangan,-6.6333862,106.8271574,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Sukajaya 3, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Susera Eat & Coffee,-6.6360624,106.8282706,Kabupaten Bogor,cafe,"Susera Eat & Coffee, Jalan Raya Tajur, Pakuan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Kedai Kopi Jidda,-6.6359259,106.8287232,Kabupaten Bogor,cafe,"Kedai Kopi Jidda, Jalan Raya Tajur, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Bean Spot,-6.6385068,106.8321061,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Tajur, Muara Sari, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Be Coffee,-6.6368883,106.8295205,Kabupaten Bogor,cafe,"Be Coffee, Jalan Raya Tajur, Pakuan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Lawson Coffee,-6.637196,106.8302038,Kabupaten Bogor,cafe,"Lawson Coffee, Jalan Raya Tajur, Pakuan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Bean Spot,-6.6367131,106.8299335,Kabupaten Bogor,cafe,"Bean Spot, Jalan Raya Tajur, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Haus!,-6.6386227,106.8322577,Kabupaten Bogor,cafe,"Haus!, Jalan Raya Tajur, Muara Sari, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
We Drink,-6.6364061,106.8292952,Kabupaten Bogor,cafe,"We Drink, Jalan Raya Tajur, Tajur, Bogor Timur, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
L.O.S Cafe & Eatery,-6.6377535,106.8309796,Kabupaten Bogor,cafe,"L.O.S Cafe & Eatery, Jalan Raya Tajur, Pakuan, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Cafe Teras Ketje,-6.6399568,106.8347588,Kabupaten Bogor,cafe,"Cafe Teras Ketje, Jalan Raya Tajur, Muara Sari, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16141, Indonesia"
Tomoro Coffee,-6.5603403,106.731829,Kabupaten Bogor,cafe,"Tomoro Coffee, Jalan Babakan Raya, Babakan, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Es Teh Indonesia,-6.5586395,106.7329321,Kabupaten Bogor,cafe,"Es Teh Indonesia, Jalan Babakan Tengah, Babakan, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Warkop Bintang,-6.5589463,106.7349746,Kabupaten Bogor,cafe,"Warkop Bintang, Jalan Babakan Tengah, Babakan, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
D'Sruput,-6.558868,106.734589,Kabupaten Bogor,cafe,"D'Sruput, Jalan Babakan Tengah, Babakan, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Your Tea,-6.5590756,106.735163,Kabupaten Bogor,cafe,"Your Tea, Jalan Babakan Tengah, Babakan, Dramaga, Bogor, Jawa Barat, Jawa, 16680, Indonesia"
Aneka Coffee,-6.5699169,106.7423581,Kabupaten Bogor,cafe,"Aneka Coffee, Jalan Raya Pakuan, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Kopi Dari Hati,-6.5688737,106.746608,Kabupaten Bogor,cafe,"Kopi Dari Hati, Jalan Kartika Satu, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
